Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT_OPTION_VALUE,'2331896414256,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331907719216,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331907719216,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331923284016,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331923284016,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331926495280,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331926495280,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331940552752,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331940552752,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331946385456,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331946385456,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331977121840,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331977121840,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331977777200,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331977777200,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331980103728,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331980103728,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2331987443760,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2331987443760,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2332078342192,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2332078342192,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2332090892336,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2332090892336,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2332139847728,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2332139847728,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2332141387824,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2332141387824,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2332151840816,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2332151840816,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2332190408752,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2332190408752,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2332205318192,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2332205318192,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2332220751920,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2332220751920,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2332243066928,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2332243066928,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2332261744688,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2332261744688,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2332271018032,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2332271018032,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2332276785200,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2332276785200,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2332301328432,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2332301328432,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2332305195056,name,vi,,,17cm,
PRODUCT_OPTION_VALUE,'2332305195056,name,zh-CN,,,17cm,17厘米
PRODUCT_OPTION_VALUE,'2332305227824,name,vi,,,21cm,
PRODUCT_OPTION_VALUE,'2332305227824,name,zh-CN,,,21cm,21厘米
PRODUCT_OPTION_VALUE,'2335162794032,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2335162794032,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2335165677616,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2335165677616,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2335174066224,name,vi,,,"7""",
PRODUCT_OPTION_VALUE,'2335174066224,name,zh-CN,,,"7""",7英寸
PRODUCT_OPTION_VALUE,'2335175966768,name,vi,,,"7""",
PRODUCT_OPTION_VALUE,'2335175966768,name,zh-CN,,,"7""",7英寸
PRODUCT_OPTION_VALUE,'2335230459952,name,vi,,,7“,
PRODUCT_OPTION_VALUE,'2335230459952,name,zh-CN,,,7“,7英寸
PRODUCT_OPTION_VALUE,'2335230492720,name,vi,,,8”,
PRODUCT_OPTION_VALUE,'2335230492720,name,zh-CN,,,8”,8英寸
PRODUCT_OPTION_VALUE,'2335230525488,name,vi,,,9“,
PRODUCT_OPTION_VALUE,'2335230525488,name,zh-CN,,,9“,9英寸
PRODUCT_OPTION_VALUE,'2335230558256,name,vi,,,10”,
PRODUCT_OPTION_VALUE,'2335230558256,name,zh-CN,,,10”,10英寸
PRODUCT_OPTION_VALUE,'2335230591024,name,vi,,,12“,
PRODUCT_OPTION_VALUE,'2335230591024,name,zh-CN,,,12“,12英寸
PRODUCT_OPTION_VALUE,'2335238029360,name,vi,,,"11.5""","11,5"""
PRODUCT_OPTION_VALUE,'2335238029360,name,zh-CN,,,"11.5""",11.5英寸
PRODUCT_OPTION_VALUE,'2335242879024,name,vi,,,7.25“,"7,25“"
PRODUCT_OPTION_VALUE,'2335242879024,name,zh-CN,,,7.25“,7.25英寸
PRODUCT_OPTION_VALUE,'2336481312816,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2336481312816,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2336494977072,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2336494977072,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2336531611696,name,vi,,,42OZ BASE 300PC,Đế 42OZ 300 chiếc
PRODUCT_OPTION_VALUE,'2336531611696,name,zh-CN,,,42OZ BASE 300PC,42盎司底座 300件
PRODUCT_OPTION_VALUE,'2336531644464,name,vi,,,38OZ BASE 300PC,Đế 38OZ 300 chiếc
PRODUCT_OPTION_VALUE,'2336531644464,name,zh-CN,,,38OZ BASE 300PC,38盎司底座 300件
PRODUCT_OPTION_VALUE,'2336531677232,name,vi,,,38/42/48 OZ LID 300PC,NẮP 38/42/48 OZ 300 CÁI
PRODUCT_OPTION_VALUE,'2336531677232,name,zh-CN,,,38/42/48 OZ LID 300PC,38/42/48 盎司盖子 300个
PRODUCT_OPTION_VALUE,'2336601800752,name,vi,,,38oz,
PRODUCT_OPTION_VALUE,'2336601800752,name,zh-CN,,,38oz,38盎司
PRODUCT_OPTION_VALUE,'2336671268912,name,vi,,,32OZ 2/COMP.CONTAINER,32OZ 2/HỘP.CONTAINER
PRODUCT_OPTION_VALUE,'2336671268912,name,zh-CN,,,32OZ 2/COMP.CONTAINER,32盎司 2个/紧凑容器
PRODUCT_OPTION_VALUE,'2336700170288,name,vi,,,48OZ 150 Set,Bộ 48OZ 150
PRODUCT_OPTION_VALUE,'2336700170288,name,zh-CN,,,48OZ 150 Set,48OZ 150套
PRODUCT_OPTION_VALUE,'2336700235824,name,vi,,,32OZ 150 Set,Bộ 32OZ 150
PRODUCT_OPTION_VALUE,'2336700235824,name,zh-CN,,,32OZ 150 Set,32OZ 150套
PRODUCT_OPTION_VALUE,'2336700268592,name,vi,,,24OZ 150 Set,Bộ 24OZ 150
PRODUCT_OPTION_VALUE,'2336700268592,name,zh-CN,,,24OZ 150 Set,24盎司 150套
PRODUCT_OPTION_VALUE,'2336729464880,name,vi,,,48OZ 3/COMP 150 Set,Bộ 3/COMP 150 48OZ
PRODUCT_OPTION_VALUE,'2336729464880,name,zh-CN,,,48OZ 3/COMP 150 Set,48OZ 3/COMP 150 套装
PRODUCT_OPTION_VALUE,'2336729497648,name,vi,,,37OZ BASE 300PC,Đế 37OZ 300 chiếc
PRODUCT_OPTION_VALUE,'2336729497648,name,zh-CN,,,37OZ BASE 300PC,37盎司底座 300件
PRODUCT_OPTION_VALUE,'2336729530416,name,vi,,,37OZ LID 300PC,NẮP 37OZ 300 CÁI
PRODUCT_OPTION_VALUE,'2336729530416,name,zh-CN,,,37OZ LID 300PC,37盎司盖子 300个
PRODUCT_OPTION_VALUE,'2336816005168,name,vi,,,6*9*2.8 2COMP. 150PCS,6*9*2.8 2COMP. 150 CÁI
PRODUCT_OPTION_VALUE,'2336816005168,name,zh-CN,,,6*9*2.8 2COMP. 150PCS,6*9*2.8 2件套 150件
PRODUCT_OPTION_VALUE,'2336816037936,name,vi,,,6*9*2.4 150PCS,6*9*2.4 150 CÁI
PRODUCT_OPTION_VALUE,'2336816037936,name,zh-CN,,,6*9*2.4 150PCS,6*9*2.4 150件
PRODUCT_OPTION_VALUE,'2336816070704,name,vi,,,6*9*2.5 150PCS,6*9*2.5 150 CÁI
PRODUCT_OPTION_VALUE,'2336816070704,name,zh-CN,,,6*9*2.5 150PCS,6*9*2.5 150件
PRODUCT_OPTION_VALUE,'2336816103472,name,vi,,,7*9 150PCS,7*9 150 CÁI
PRODUCT_OPTION_VALUE,'2336816103472,name,zh-CN,,,7*9 150PCS,7*9 150个
PRODUCT_OPTION_VALUE,'2336816136240,name,vi,,,5*5 250PCS,5*5 250 CÁI
PRODUCT_OPTION_VALUE,'2336816136240,name,zh-CN,,,5*5 250PCS,5*5 250个
PRODUCT_OPTION_VALUE,'2336816169008,name,vi,,,6*6 250PCS,6*6 250 CÁI
PRODUCT_OPTION_VALUE,'2336816169008,name,zh-CN,,,6*6 250PCS,6*6 250个
PRODUCT_OPTION_VALUE,'2336816201776,name,vi,,,7.5*7.5 150PCS,7.5*7.5 150 CÁI
PRODUCT_OPTION_VALUE,'2336816201776,name,zh-CN,,,7.5*7.5 150PCS,7.5*7.5 150件
PRODUCT_OPTION_VALUE,'2336816234544,name,vi,,,7.5*7.5 3COMP. 150PCS,7.5*7.5 3COMP. 150 CÁI
PRODUCT_OPTION_VALUE,'2336816234544,name,zh-CN,,,7.5*7.5 3COMP. 150PCS,7.5*7.5 3件套 150个
PRODUCT_OPTION_VALUE,'2336816267312,name,vi,,,8*8 150PCS,8*8 150 CÁI
PRODUCT_OPTION_VALUE,'2336816267312,name,zh-CN,,,8*8 150PCS,8*8 150个
PRODUCT_OPTION_VALUE,'2336816300080,name,vi,,,8*8 3COMP. 150PCS,8*8 3COMP. 150 CÁI
PRODUCT_OPTION_VALUE,'2336816300080,name,zh-CN,,,8*8 3COMP. 150PCS,
PRODUCT_OPTION_VALUE,'2336816332848,name,vi,,,9*9 150PCS,9*9 150 CÁI
PRODUCT_OPTION_VALUE,'2336816332848,name,zh-CN,,,9*9 150PCS,9*9 150个
PRODUCT_OPTION_VALUE,'2336816365616,name,vi,,,9*9 3COMP. 150PCS,9*9 3COMP. 150 CÁI
PRODUCT_OPTION_VALUE,'2336816365616,name,zh-CN,,,9*9 3COMP. 150PCS,
PRODUCT_OPTION_VALUE,'2336845824048,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2336845824048,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2336854900784,name,vi,,,40OZ 300PC,40OZ 300 cái
PRODUCT_OPTION_VALUE,'2336854900784,name,zh-CN,,,40OZ 300PC,40盎司 300件
PRODUCT_OPTION_VALUE,'2336854933552,name,vi,,,Lid for 36.5OZ 300PC,"Nắp cho 36,5OZ 300PC"
PRODUCT_OPTION_VALUE,'2336854933552,name,zh-CN,,,Lid for 36.5OZ 300PC,36.5OZ 300PC 盖子
PRODUCT_OPTION_VALUE,'2336854966320,name,vi,,,Lid for 40OZ 300PC,Nắp cho 40OZ 300PC
PRODUCT_OPTION_VALUE,'2336854966320,name,zh-CN,,,Lid for 40OZ 300PC,40OZ 300PC 盖子
PRODUCT_OPTION_VALUE,'2336865681456,name,vi,,,2 OZ,
PRODUCT_OPTION_VALUE,'2336865681456,name,zh-CN,,,2 OZ,2 盎司
PRODUCT_OPTION_VALUE,'2336865714224,name,vi,,,2.5 OZ,"2,5 OZ"
PRODUCT_OPTION_VALUE,'2336865714224,name,zh-CN,,,2.5 OZ,2.5 盎司
PRODUCT_OPTION_VALUE,'2336865746992,name,vi,,,3.25 OZ,"3,25 OZ"
PRODUCT_OPTION_VALUE,'2336865746992,name,zh-CN,,,3.25 OZ,3.25 盎司
PRODUCT_OPTION_VALUE,'2336865779760,name,vi,,,4 OZ,
PRODUCT_OPTION_VALUE,'2336865779760,name,zh-CN,,,4 OZ,4盎司
PRODUCT_OPTION_VALUE,'2336866435120,name,vi,,,LID FOR 0.75/1OZ,"NẮP CHO 0,75/1OZ"
PRODUCT_OPTION_VALUE,'2336866435120,name,zh-CN,,,LID FOR 0.75/1OZ,0.75/1盎司盖子
PRODUCT_OPTION_VALUE,'2336866467888,name,vi,,,LID FOR 1.5/2/2.5OZ,"NẮP CHO 1,5/2/2,5OZ"
PRODUCT_OPTION_VALUE,'2336866467888,name,zh-CN,,,LID FOR 1.5/2/2.5OZ,1.5/2/2.5盎司盖子
PRODUCT_OPTION_VALUE,'2336866500656,name,vi,,,LID FOR 3.25/4/5.5,NẮP CHO 3.25/4/5.5
PRODUCT_OPTION_VALUE,'2336866500656,name,zh-CN,,,LID FOR 3.25/4/5.5,3.25/4/5.5 盖子
PRODUCT_OPTION_VALUE,'2336955334704,name,vi,,,"5""",
PRODUCT_OPTION_VALUE,'2336955334704,name,zh-CN,,,"5""",5英寸
PRODUCT_OPTION_VALUE,'2336955367472,name,vi,,,"6""",
PRODUCT_OPTION_VALUE,'2336955367472,name,zh-CN,,,"6""",6英寸
PRODUCT_OPTION_VALUE,'2336955400240,name,vi,,,"9""",
PRODUCT_OPTION_VALUE,'2336955400240,name,zh-CN,,,"9""",9英寸
PRODUCT_OPTION_VALUE,'2336973062192,name,vi,,,30cm,
PRODUCT_OPTION_VALUE,'2336973062192,name,zh-CN,,,30cm,30厘米
PRODUCT_OPTION_VALUE,'2339938566192,name,vi,,,12oz,
PRODUCT_OPTION_VALUE,'2339938566192,name,zh-CN,,,12oz,12盎司
PRODUCT_OPTION_VALUE,'2339938598960,name,vi,,,16oz,
PRODUCT_OPTION_VALUE,'2339938598960,name,zh-CN,,,16oz,16盎司
PRODUCT_OPTION_VALUE,'2340415176752,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2340415176752,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2340498898992,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2340498898992,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2340879368240,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2340879368240,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2341033803824,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2341033803824,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2341046550576,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2341046550576,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2341058838576,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2341058838576,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2341076860976,name,vi,,,24oz,
PRODUCT_OPTION_VALUE,'2341076860976,name,zh-CN,,,24oz,24盎司
PRODUCT_OPTION_VALUE,'2341076893744,name,vi,,,32oz,
PRODUCT_OPTION_VALUE,'2341076893744,name,zh-CN,,,32oz,32盎司
PRODUCT_OPTION_VALUE,'2342173605936,name,vi,,,"20""",
PRODUCT_OPTION_VALUE,'2342173605936,name,zh-CN,,,"20""",20英寸
PRODUCT_OPTION_VALUE,'2342173638704,name,vi,,,"24""",
PRODUCT_OPTION_VALUE,'2342173638704,name,zh-CN,,,"24""",24英寸
PRODUCT_OPTION_VALUE,'2342179242032,name,vi,,,"27""",
PRODUCT_OPTION_VALUE,'2342179242032,name,zh-CN,,,"27""",27英寸
PRODUCT_OPTION_VALUE,'2342179274800,name,vi,,,"32""",
PRODUCT_OPTION_VALUE,'2342179274800,name,zh-CN,,,"32""",32英寸
PRODUCT_OPTION_VALUE,'2342186909744,name,vi,,,"35""",
PRODUCT_OPTION_VALUE,'2342186909744,name,zh-CN,,,"35""",35英寸
PRODUCT_OPTION_VALUE,'2342186942512,name,vi,,,"42""",
PRODUCT_OPTION_VALUE,'2342186942512,name,zh-CN,,,"42""",42英寸
PRODUCT_OPTION_VALUE,'2342253625392,name,vi,,,"14""x4.5""","14""x4,5"""
PRODUCT_OPTION_VALUE,'2342253625392,name,zh-CN,,,"14""x4.5""",14英寸x4.5英寸
PRODUCT_OPTION_VALUE,'2342253658160,name,vi,,,"14.5""x5.5""","14,5""x5,5"""
PRODUCT_OPTION_VALUE,'2342253658160,name,zh-CN,,,"14.5""x5.5""",14.5英寸x5.5英寸
PRODUCT_OPTION_VALUE,'2342253985840,name,vi,,,"14""x4.5""","14""x4,5"""
PRODUCT_OPTION_VALUE,'2342253985840,name,zh-CN,,,"14""x4.5""",14英寸x4.5英寸
PRODUCT_OPTION_VALUE,'2342254018608,name,vi,,,"14.5""x5.5""","14,5""x5,5"""
PRODUCT_OPTION_VALUE,'2342254018608,name,zh-CN,,,"14.5""x5.5""",14.5英寸x5.5英寸
PRODUCT_OPTION_VALUE,'2342257328176,name,vi,,,"14.5""x5.5""","14,5""x5,5"""
PRODUCT_OPTION_VALUE,'2342257328176,name,zh-CN,,,"14.5""x5.5""",14.5英寸x5.5英寸
PRODUCT_OPTION_VALUE,'2342257360944,name,vi,,,"14""x4.5""","14""x4,5"""
PRODUCT_OPTION_VALUE,'2342257360944,name,zh-CN,,,"14""x4.5""",14英寸x4.5英寸
PRODUCT_OPTION_VALUE,'2342266961968,name,vi,,,"13""x19""",
PRODUCT_OPTION_VALUE,'2342266961968,name,zh-CN,,,"13""x19""",13英寸x19英寸
PRODUCT_OPTION_VALUE,'2342266994736,name,vi,,,"11""x16""",
PRODUCT_OPTION_VALUE,'2342266994736,name,zh-CN,,,"11""x16""",11英寸x16英寸
PRODUCT_OPTION_VALUE,'2342267027504,name,vi,,,"9""x15""",
PRODUCT_OPTION_VALUE,'2342267027504,name,zh-CN,,,"9""x15""",9英寸x15英寸
PRODUCT_OPTION_VALUE,'2342267060272,name,vi,,,"8""x13""",
PRODUCT_OPTION_VALUE,'2342267060272,name,zh-CN,,,"8""x13""",8英寸x13英寸
PRODUCT_OPTION_VALUE,'2342271844400,name,vi,,,12x29cm,
PRODUCT_OPTION_VALUE,'2342271844400,name,zh-CN,,,12x29cm,12x29厘米
PRODUCT_OPTION_VALUE,'2342272466992,name,vi,,,12x29cm,
PRODUCT_OPTION_VALUE,'2342272466992,name,zh-CN,,,12x29cm,12x29厘米
PRODUCT_OPTION_VALUE,'2342277513264,name,vi,,,12x29cm,
PRODUCT_OPTION_VALUE,'2342277513264,name,zh-CN,,,12x29cm,12x29厘米
PRODUCT_OPTION_VALUE,'2342316212272,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2342316212272,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2342322929712,name,vi,,,Silver,Bạc
PRODUCT_OPTION_VALUE,'2342322929712,name,zh-CN,,,Silver,银
PRODUCT_OPTION_VALUE,'2342322962480,name,vi,,,Red,Màu đỏ
PRODUCT_OPTION_VALUE,'2342322962480,name,zh-CN,,,Red,红色的
PRODUCT_OPTION_VALUE,'2342338101296,name,vi,,,Small,Bé nhỏ
PRODUCT_OPTION_VALUE,'2342338101296,name,zh-CN,,,Small,小的
PRODUCT_OPTION_VALUE,'2342338134064,name,vi,,,Large,Lớn
PRODUCT_OPTION_VALUE,'2342338134064,name,zh-CN,,,Large,大的
PRODUCT_OPTION_VALUE,'2342351634480,name,vi,,,White Teeth,Răng trắng
PRODUCT_OPTION_VALUE,'2342351634480,name,zh-CN,,,White Teeth,洁白的牙齿
PRODUCT_OPTION_VALUE,'2342351667248,name,vi,,,White Jade,Ngọc Bích Trắng
PRODUCT_OPTION_VALUE,'2342351667248,name,zh-CN,,,White Jade,白玉
PRODUCT_OPTION_VALUE,'2342351700016,name,vi,,,gold plated,mạ vàng
PRODUCT_OPTION_VALUE,'2342351700016,name,zh-CN,,,gold plated,镀金
PRODUCT_OPTION_VALUE,'2342410059824,name,vi,,,23cm,
PRODUCT_OPTION_VALUE,'2342410059824,name,zh-CN,,,23cm,23厘米
PRODUCT_OPTION_VALUE,'2342443712560,name,vi,,,450x160,
PRODUCT_OPTION_VALUE,'2342443712560,name,zh-CN,,,450x160,
PRODUCT_OPTION_VALUE,'2342443745328,name,vi,,,450x180,
PRODUCT_OPTION_VALUE,'2342443745328,name,zh-CN,,,450x180,
PRODUCT_OPTION_VALUE,'2342443778096,name,vi,,,450x200,
PRODUCT_OPTION_VALUE,'2342443778096,name,zh-CN,,,450x200,
PRODUCT_OPTION_VALUE,'2342444367920,name,vi,,,650x160,
PRODUCT_OPTION_VALUE,'2342444367920,name,zh-CN,,,650x160,
PRODUCT_OPTION_VALUE,'2342444400688,name,vi,,,650x200,
PRODUCT_OPTION_VALUE,'2342444400688,name,zh-CN,,,650x200,
PRODUCT_OPTION_VALUE,'2342446792752,name,vi,,,560x420x350,
PRODUCT_OPTION_VALUE,'2342446792752,name,zh-CN,,,560x420x350,
PRODUCT_OPTION_VALUE,'2342446825520,name,vi,,,560x420x300,
PRODUCT_OPTION_VALUE,'2342446825520,name,zh-CN,,,560x420x300,
PRODUCT_OPTION_VALUE,'2342562725936,name,vi,,,"811-2T 2""",
PRODUCT_OPTION_VALUE,'2342562725936,name,zh-CN,,,"811-2T 2""",811-2T 2英寸
PRODUCT_OPTION_VALUE,'2342562758704,name,vi,,,"811-4T 4""",
PRODUCT_OPTION_VALUE,'2342562758704,name,zh-CN,,,"811-4T 4""",811-4T 4英寸
PRODUCT_OPTION_VALUE,'2342562791472,name,vi,,,"811-6T 6""",
PRODUCT_OPTION_VALUE,'2342562791472,name,zh-CN,,,"811-6T 6""",811-6T 6英寸
PRODUCT_OPTION_VALUE,'2342562824240,name,vi,,,"812-2T 2""",
PRODUCT_OPTION_VALUE,'2342562824240,name,zh-CN,,,"812-2T 2""",812-2T 2英寸
PRODUCT_OPTION_VALUE,'2342562857008,name,vi,,,"812-4T 4""",
PRODUCT_OPTION_VALUE,'2342562857008,name,zh-CN,,,"812-4T 4""",812-4T 4英寸
PRODUCT_OPTION_VALUE,'2342562889776,name,vi,,,"812-6T 6""",
PRODUCT_OPTION_VALUE,'2342562889776,name,zh-CN,,,"812-6T 6""",812-6T 6英寸
PRODUCT_OPTION_VALUE,'2342562922544,name,vi,,,"814-2T 2""",
PRODUCT_OPTION_VALUE,'2342562922544,name,zh-CN,,,"814-2T 2""",814-2T 2英寸
PRODUCT_OPTION_VALUE,'2342562955312,name,vi,,,"814-4T 4""",
PRODUCT_OPTION_VALUE,'2342562955312,name,zh-CN,,,"814-4T 4""",814-4T 4英寸
PRODUCT_OPTION_VALUE,'2342562988080,name,vi,,,"814-6T 6""",
PRODUCT_OPTION_VALUE,'2342562988080,name,zh-CN,,,"814-6T 6""",814-6T 6英寸
PRODUCT_OPTION_VALUE,'2342563020848,name,vi,,,"816-2T 2""",
PRODUCT_OPTION_VALUE,'2342563020848,name,zh-CN,,,"816-2T 2""",816-2T 2英寸
PRODUCT_OPTION_VALUE,'2342563053616,name,vi,,,"816-4T 4""",
PRODUCT_OPTION_VALUE,'2342563053616,name,zh-CN,,,"816-4T 4""",816-4T 4英寸
PRODUCT_OPTION_VALUE,'2342563086384,name,vi,,,"816-6T 6""",
PRODUCT_OPTION_VALUE,'2342563086384,name,zh-CN,,,"816-6T 6""",816-6T 6英寸
PRODUCT_OPTION_VALUE,'2342563381296,name,vi,,,811-LT Full Lid,Nắp đầy đủ 811-LT
PRODUCT_OPTION_VALUE,'2342563381296,name,zh-CN,,,811-LT Full Lid,811-LT 全盖
PRODUCT_OPTION_VALUE,'2342563414064,name,vi,,,812-LT 1/2 Lid,Nắp 812-LT 1/2
PRODUCT_OPTION_VALUE,'2342563414064,name,zh-CN,,,812-LT 1/2 Lid,812-LT 1/2 盖
PRODUCT_OPTION_VALUE,'2342563446832,name,vi,,,813-LT 1/3 Lid,Nắp 813-LT 1/3
PRODUCT_OPTION_VALUE,'2342563446832,name,zh-CN,,,813-LT 1/3 Lid,813-LT 1/3 盖
PRODUCT_OPTION_VALUE,'2342563479600,name,vi,,,814-LT 1/4 Lid,Nắp 814-LT 1/4
PRODUCT_OPTION_VALUE,'2342563479600,name,zh-CN,,,814-LT 1/4 Lid,814-LT 1/4 盖
PRODUCT_OPTION_VALUE,'2342563512368,name,vi,,,816-LT 1/6 Lid,Nắp 816-LT 1/6
PRODUCT_OPTION_VALUE,'2342563512368,name,zh-CN,,,816-LT 1/6 Lid,816-LT 1/6 盖子
PRODUCT_OPTION_VALUE,'2345998614576,name,vi,,,small,bé nhỏ
PRODUCT_OPTION_VALUE,'2345998614576,name,zh-CN,,,small,小的
PRODUCT_OPTION_VALUE,'2345998647344,name,vi,,,large,lớn
PRODUCT_OPTION_VALUE,'2345998647344,name,zh-CN,,,large,大的
PRODUCT_OPTION_VALUE,'2346016997424,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2346016997424,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2346018078768,name,vi,,,"6""",
PRODUCT_OPTION_VALUE,'2346018078768,name,zh-CN,,,"6""",6英寸
PRODUCT_OPTION_VALUE,'2346078863408,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2346078863408,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2346126540848,name,vi,,,43cm,
PRODUCT_OPTION_VALUE,'2346126540848,name,zh-CN,,,43cm,43厘米
PRODUCT_OPTION_VALUE,'2346126573616,name,vi,,,46cm,
PRODUCT_OPTION_VALUE,'2346126573616,name,zh-CN,,,46cm,46厘米
PRODUCT_OPTION_VALUE,'2346144137264,name,vi,,,"9""",
PRODUCT_OPTION_VALUE,'2346144137264,name,zh-CN,,,"9""",9英寸
PRODUCT_OPTION_VALUE,'2346144170032,name,vi,,,"12""",
PRODUCT_OPTION_VALUE,'2346144170032,name,zh-CN,,,"12""",12英寸
PRODUCT_OPTION_VALUE,'2346154491952,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2346154491952,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2346185293872,name,vi,,,"4.5""x3.5""","4,5""x3,5"""
PRODUCT_OPTION_VALUE,'2346185293872,name,zh-CN,,,"4.5""x3.5""",4.5英寸x3.5英寸
PRODUCT_OPTION_VALUE,'2346185326640,name,vi,,,"5""x4""",
PRODUCT_OPTION_VALUE,'2346185326640,name,zh-CN,,,"5""x4""",5英寸x4英寸
PRODUCT_OPTION_VALUE,'2346185359408,name,vi,,,"5.5""x4.5""","5,5""x4,5"""
PRODUCT_OPTION_VALUE,'2346185359408,name,zh-CN,,,"5.5""x4.5""",5.5英寸x4.5英寸
PRODUCT_OPTION_VALUE,'2346208165936,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2346208165936,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2346208198704,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2346208198704,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2346208755760,name,vi,,,Default Title,
PRODUCT_OPTION_VALUE,'2346208755760,name,zh-CN,,,Default Title,
PRODUCT_OPTION_VALUE,'2361926582320,name,vi,,,22CM SHALLOW,CẠN 22CM
